poem,poet
هر که زین پیش بود امیر سخن \ از امیر سخا شدند عزیز,khaghani
تو همه روز گرد آن گردی \ که به نزدیکشان زرست و پشیز,khaghani
دسته گل بر کسی چه بری \ که فروشد به کویها گشنیز,sanaee
پیرهن زان طمع مکن که ز حرص \ دزدد از جامه پدر تیریز,sanaee
بهر دهلیزبان چگویی شعر \ که بمانی چو کفش در دهلیز,sanaee
بوسه بر لب دهی شکر یابی \ بوسه بر کون دهی چه یابی تیز,saadi
اگر ریش خواجه ببرند پاک \ رسن گر بگیرد به بسیار چیز,khaghani
که تا پاردم سازد از بهر آنک \ بود پاردم بر گذرگاه تیز,sanaee
ای خداوند قایم قدوس \ ملک تو ناقیاس و نامحسوس,khaghani
قایمی خود به خود قیام تو نیست \ به قیامی که هست ضد جلوس,sanaee
ساحت سینه های مشتاقان \ ز آرزوی تو شد به دور و شموس,sanaee
در دل عارفان حضرت تو \ صد نهال از محبتت مغروس,saadi
نور افلاک در نهاد قدم \ کنی از راه عاشقان مطموس,khaghani
هشت باغ و چهار رکن سرور \ جنت عدن با همه ناموس,sanaee
پیش آن دل بدانکه کس نخرد \ به یکی مشت ارزن و سه فلوس,saadi
خاکپای بلال حضرت تو \ گشته از راه دین تاج ریوس,khaghani
خاک بر سر دبیر حضرت را \ چون نداند همی یمین غموس,sanaee
کردم آواره از مساکن عز \ حل منجوس و طالع منحوس,saadi
گر چه زاغ سیاه گشتستم \ نگزینم مقام جز ناقوس,khaghani
زاغ گر بشنود کند در حال \ زین سخنها کرشمه چو طاووس,sanaee
شد مقیم سرخس و اندر وی \ همچو دزدی به قلعه ای محبوس,khaghani
ای سنایی بود که در غزنین \ می ندانند شاه را ز عروس,sanaee
چو خواهم کرد زرق و هزل و ریواس \ نخواهم نیز عاقل بود و فرناس,sanaee
مرا چون نیست بر کس هیچ تفضیل \ چه خواهم کرد زهد و فضل عباس,saadi
بیاور طاس می بر دست من نه \ به جای چنگ بر زن طاس بر طاس,khaghani
قرین و جنس من خمار و مطرب \ بسنده ست از همه اقران و اجناس,sanaee
مرا باید خراباتی شناسد \ خطیب و قاضیم گو هیچ مشناس,saadi
می است الماس و گوهر شادمانی \ نگردد سفته گوهر جز به الماس,sanaee
می و معشوق را بگزین به عالم \ جز این دیگر همه رزق است و ریواس,khaghani
چه خواهم برد از دنیا به آخر \ دلی پر حسرت و یک جامه کرباس,sanaee
چه گویید اندرین معنی که گفتم \ اجیبوا ما سالتم ایها الناس,saadi
رفیقا جام می بر یاد من خور \ که زیر آسیای غم شدم آس,saadi
ای مرد سفر در طلب زاد سفر باش \ بشکن شبه شهوت و غواص درر باش,khaghani
از سیرت سلمان چه خوری حسرت و راهش \ بپذیر و تو خود بوذر و سلمان دگر باش,sanaee
هر چند که طوطی دلت کشته زهرست \ آن زهر دهان را تو همه شهد و شکر باش,sanaee
چون تو به دل زهر شکر داری از خود \ زهر تن او گردد تو مرد عبر باش,khaghani
در مکه دین ابرهه نفس علم زد \ تو طیر ابابیل ورا زخم حجر باش,saadi
نمرود هوای خانه باطن و ز بت آگند \ او رفت سوی عید تو در عیش نظر باش,sanaee
گر خلق جهان ابرهه دین تو باشد \ تو بر فلک سیرت ایشان چو قمر باش,sanaee
آن کس که مر ایوب ترا گرم غم آورد \ تو دیده یعقوب ورا بوی پسر باش,sanaee
ور دیو ز لا حول تو خواهی که گریزد \ از زرق تبرا کن و با دلق عمر باش,khaghani
گوهر روح بود خواجه وزیر \ لیک محبوس مانده در تن خویش,saadi
چون تنش روح گشت تیز چنو \ باز پرید سوی معدن خویش,khaghani
گر مقصر شدم به خدمت تو \ بد مکن بر رهی کمانی خویش,sanaee
بهترین خدمتست آنکه رهی \ دور دارد ز تو گرانی خویش,khaghani
ز تو ای چرخ نیلی رنگ دارم \ هزاران سان عنا و درد جامع,khaghani
نه تنها از تو بل کز هر چه جز تست \ به من بر هست همچون سیف قاطع,saadi
مرا زان مرد نشناسی تو زنهار \ که گردم از تو اندر راه راجع,sanaee
طمع چون بگسلم از خلق از تو \ مرا خوا یار باش و خوا منازع,sanaee
چو بی طمعی و آزادی گزیدم \ دلم بیزار گشت از حرص و قانع,sanaee
بر آزادمردان و کریمان \ گرانتر نیست کس از مرد طامع,khaghani
ازین یاران چون ماران باطن \ خلاف یکدگر همچون طبایع,saadi
بسان نسر طایر راست باشد \ به پیش و پس بسان نسر واقع,sanaee
عدو بسیار کس کو هر کسی را \ نماند حقتعالی هیچ ضایع,sanaee
چو عیسی را عدو بسیار شد زود \ ببرد ایزد ورا در چرخ رابع,khaghani
خسیسان را چرا اکرام کردیم \ بخیلان را چرا کردیم صانع,sanaee
همیشه خاک بر فرق کسی باد \ که نشناسد بدی را از بدایع,saadi
حذر کن ای سنایی تو از اینها \ ترا باری ندانم چیست مانع,sanaee
ببر زین ناکسان و دیگران گیر \ کثیرالناس ارض الله واسع,saadi
ثنا گفتیم ما مر خواجه ای را \ که نشناسد مقفا را ز مردف,sanaee
عطارد در اسد بادش همیشه \ یکی مقلوب و آن دیگر مصحف,khaghani
ای آنکه ترا در تو تویی نیست تصرف \ آن به که نگویی تو سخن را ز تصوف,sanaee
در کوی تصوف به تکلف مگذر هیچ \ زیرا که حرامست درین کوی تکلف,khaghani
در عشوه خویشی تو و این مایه ندانی \ ای دوست ترا از تو تویی تست تخلف,saadi
راهیست حقیقت که درو نیست تکلف \ زنهار مکن در ره تحقیق توقف,sanaee
می نشنود امروز سنایی به حقیقت \ بگرفت به اسرار ره عشق و تعنف,sanaee
گر زین که اگر نشنوی ای دوست ازین پس \ بر شاهد یوسف نکنی قصه یوسف,sanaee
بجهم از بد ایام چنانک \ از کمان ختنی تیر خدنگ,sanaee
گر به هر جور که آید بکشد \ من پلنگم نکشم جور پلنگ,khaghani
خواری و اسب گرانمایه مباد \ من و این نفس عزیز و خر لنگ,sanaee
گفت بر دوخته مرا شعری \ خواجه خیاطی از سر فرهنگ,sanaee
معنی او چو ریسمان باریک \ قافیت همچو چشم سوزن تنگ,saadi
طلوع مهر سعادت به ساحت اقبال \ ظهور ماه معالی بر آسمان جلال,sanaee
نتیجه کرم و مردمی و فضل و هنر \ طلیعه اثر لطف ایزد متعال,sanaee
خجسته باد و همایون مبارک و میمون \ به سعد طالع و بخت جوان و نیکوفال,sanaee
تو مرا از نسب و جان و خرد خویش منی \ من از آمیزش این چار گهر خویش توام,saadi
تو همه روزه بیاراسته چون دین منی \ من همه ساله برهنه شده چون کیش توام,khaghani
پیش من حسن همانست که تو پیش منی \ نزد تو عیب چنانست که من پیش توام,saadi
هر چند در میان دو گویم زمین و چرخ \ لیک این دو گوی را به یک اندیشه پهنه ام,sanaee
در دیده سخای تو پوشیده مانده ام \ زان پیش تو چو نور دو چشمت برهنه ام,sanaee
آن حور روح فش را بر عقل جلوه کردم \ و آن شربها که دادی بر یاد تو بخوردم,sanaee
یاقوت نفس کشتم زان گوهر شریفت \ کازاد کرد چون عقل از چرخ لاژوردم,saadi
گردم به باد ساری گردی همی ولیکن \ باران تو بیامد بنشاند جمله گردم,khaghani
گفتی جواب خواهم شرط کرم نبود این \ بگذاشتی چو فردان در زیر خویش فردم,sanaee
گر قطعه خوش نیامد معذور دار زیرا \ هم تو عجول مردی هم من ملول مردم,saadi
من توبه کرده بودم زین هرزه ها ولیکن \ چون حکم تو بدیدم زین توبه توبه کردم,saadi
زشت همی گویی هر ساعتم \ رو تو همی گویی که من نستهم,sanaee
روی نکوی تو چکار آیدم \ شاعرم ای دوست نه من کان دهم,sanaee
چو بر قناعت ازین گونه دسترس دارم \ چرا ازین و از آن خویشتن ز پس دارم,khaghani
خدای داند کز هر چه جز خدای بود \ ازو طمع چو ندارم گرش به کس دارم,saadi
ای یوسف نامی که همیشه چو زلیخا \ جز آرزوی صحبت تو کار ندارم,khaghani
یعقوب چو تو یوسفم اندر همه احوال \ زان جز غم روی توفیاوار ندارم,khaghani
دکان ترا جز فلک شمس ندانم \ افعال ترا جز دل ابرار ندارم,khaghani
بی شعر تو در ناظمه اندیشه نیابم \ بی مدح تو در ناطقه گفتار ندارم,saadi
مقدار تو نزدیک من از چرخ فزونست \ هر چند به نزدیک تو مقدار ندارم,sanaee
آنجا که بود مجمع احرار ترا من \ جز پیشرو سید احرار ندارم,sanaee
چندانت به نزدیک من آبست که هرگز \ من خاک قدمهای ترا خوار ندارم,sanaee
من لطف ترا جز صفت باد ندانم \ من قهر ترا جز گهر نار ندارم,sanaee
گویی که مگر روی تو بختست کز آنروز \ کان روی نکو دیدم تیمار ندارم,saadi
چون چرخ خمیده بو ما پیش هر ابله \ گر برترت از گنبد دوار ندارم,sanaee
چون نار ز غم کفته شود این دل اگر من \ آگنده دل از مهر تو چون نار ندارم,sanaee
خون باد چوبسد دلم ار من سخنت را \ پاکیزه تر از گوهر شهوار ندارم,sanaee
این گوهر منظوم که دارم به همه شهر \ جز مکرمت و جود تو تجار ندارم,sanaee
صد بحر گهر دارم در رسته ولیکن \ یک تن به همه شهر خریدار ندارم,saadi
حقا که به لفظ ملح و شعر و معانی \ در زیر فلک هیچ کسی یار ندارم,khaghani
دارم سخنان چو زر اندر دل چو شمس \ چه باکم اگر بدره دینار ندارم,sanaee
هستند جهانی و گل انبوی مه دی \ من بهر خلالی را یک خار ندارم,khaghani
شب نیست که در فکرت یک نکته نیکو \ تا روز بسان شب بیدار ندارم,saadi
در خاطر و در طبع چو بستان حقیقت \ صد گلبن گل دارم و یک خار ندارم,sanaee
با اینهمه شعر و هنر و فضل و کفایت \ با جان عزیز تو که شلوار ندارم,saadi
همنام تو از پیرهنی چشم پدر را \ با نور قرین کرد و من این عار ندارم,sanaee
تو چشم مرا نیز بمالیده ازاری \ روشن کن ازیرا که من ایزار ندارم,sanaee
این مکرمت و لطف بجا آر ز حری \ هر چند به نزدیک تو بازار ندارم,sanaee
کین گوهر در رسته بخرد به همه شعر \ جز مکرمت و جود تو ادرار ندارم,sanaee
با این همه جز مدح تو اندیشه ندارم \ من قدر ترا جز فلک نار ندارم,sanaee
بادات دو صد خلعت از ایام که آنرا \ جز گوهر ناسفته من ایثار ندارم,saadi
خود چرخ همی گوید کز حادثه خویش \ او را به همه عمر دل آزار ندارم,sanaee
عمر دو نیمه ست و ازین بیش نیست \ اول و آخر چو همی بنگرم,sanaee
نیمی از آن کردم در مدح تو \ نیمی در وعده به پایان برم,saadi
عمر چو در وعده و مدح تو شد \ صله مگر روز قیامت خورم,saadi
چند روزی درین جهان بودم \ بر سر خاک باد پیمودم,khaghani
بدویدم بسی و دیدم رنج \ یک شب از آز خویش نغنودم,saadi
نه یکی را بخشم کردم هجو \ نه یکی را به طمع بستودم,sanaee
به هوا و به شهوت نفسی \ جان پاکیزه را نیالودم,sanaee
هر زمانی به طمع آسایش \ رنج بر خویشتن نیفزودم,saadi
و آخرم چون اجل فراز آمد \ رفتم و تخم کشته بدرودم,saadi
یار شد گوهرم به گوهر خویش \ باز رستم ز رنج و آسودم,saadi
من ندانم که من کجا رفتم \ کس نداند که من کجا بودم,sanaee
از زهر به مغزم رسید بویی \ بفگند هم اندر زمان ز پایم,khaghani
زهری که به بویی بیازمودم \ آن به که به خوردن نیازمایم,khaghani
خواجه بفزود ولیکن بدرم \ روی بفروخت ولیکن ز الم,saadi
میزبان بود ولیکن به رباط \ نانم آورد ولیکن بدرم,saadi
دست بگشاد ولیکن در بخل \ لب فروبست ولیکن ز نعم,khaghani
مغز پر کرد ولیکن ز فضول \ دل تهی کرد ولیکن ز کرم,sanaee
خواجه رنجور ولیکن ز فجور \ خواجه مشغول ولیکن به شکم,sanaee
بس حریصست ولیکن به حرام \ بس جوادست ولیکن به حرم,khaghani
دولتش باد ولیکن بر باد \ نعمتش باد ولیکن شده کم,saadi
جاودان باد ولیکن به سفر \ ناتوان باد ولیکن به سقم,sanaee
چون من بره سخن درون آیم \ خواهم که قصیده ای بیارایم,sanaee
ایزد داند که جان مسکین را \ تا چند عنا و رنج فرمایم,khaghani
صد بار به عقده در شود تا من \ از عده یک سخن برون آیم,khaghani
گفته بودی که جبه ای بدهم \ وز تقاضای سرد تو برهم,khaghani
چون بدیدم سخن مصحف بود \ گفته بودی که حبه ای ندهم,saadi
گاهی ز دل بود گله گاهی ز دیده ام \ من هر چه دیده ام ز دل و دیده دیده ام,sanaee
از خلد برین یاد کنم روی تو بینم \ وز فتنه دین یاد کنم موی تو بینم,saadi
دی بدان رسته صرافان من بر در تیم \ پسری دیدم تابنده تر از در یتیم,saadi
زین سیه چشمی جادو صنمی طرفه چو ماه \ بی نظیری که نظیریش نه در هفت اقلیم,sanaee
با دلم گفتم ای کاشکی این میر بتان \ کندی بر من بیچاره دل خویش رحیم,sanaee
رفتم و چشمگکی کردم و شد بر سر کار \ کودکک جلد بد و زیرک و دانا و فهیم,saadi
گفتم او را ز کجایی و بگو نام تو چیست \ گفت از بلخم و نامست مرا قلب کریم,saadi
گفتم ای جان پدر آیی مهمان پدر \ گفت چون نایم و رفتیم همی تا سوی تیم,khaghani
هر دو در حجره شدیم آنگه و در کرده فراز \ خوب شد آنهمه دشوار و شدم کار سلیم,sanaee
دست شادی و طرب کردن و می خوردن برد \ او چنان میر و منش راست بمانند ندیم,saadi
چون بشد مست و ز باده سر او گشت گران \ کرد وسواس مرا در دل شیطان رجیم,sanaee
گفتم او را که سه بوسه دهی ای جان پدر \ گفت خواهی شش بگشای در کیسه سیم,sanaee
ده درم داشتم از گاه پدر مانده درست \ کردم آن ده درم خویش بدان مه تسلیم,khaghani
بند شلوارش بگشاده نگه کردم من \ جفته ای دیدم آراسته با هر چه نعیم,saadi
سینه بر خاک نهاد آن بت باریک میان \ تا به ماهی برسید از بر سیمینش نسیم,khaghani
شکم و نافش چون قافله پرتو و پنیر \ و آن سرین گاهش همچون شکم ماهی شیم,sanaee
گنبدی از بر چون نقره برآورده سفید \ کرده آن نقره سیمینش به الماس دو نیم,khaghani
پاره ای بردم از این روغن ابلیس به کار \ الف خویش نهان کردم در حلقه میم,sanaee
او به زیر من چون کبک که در چنگل باز \ من بر آن گنبد او راست چو بر طور کلیم,sanaee
ای محمد نام و احمد خلق و محمودی شیم \ محمدت را همچنان چون ملک را تیغ و قلم,saadi
بذل بی دستت نباشد همچو دانش بی خرد \ مال با جودت نماند همچو شادی با ستم,sanaee
روح را از رنجهای دل تهی کردی کنار \ آز را از گنجهای جود پر کردی شکم,sanaee
گر همی یک چند بی کام تو گردد دور چرخ \ تا نباشی همچو ابر ای نایب دریا دژم,sanaee
در وجود غم چنین بد دل چه باشی بهر آنک \ کار اقبال تو می سازند در پرده عدم,sanaee
می کند از خانه فضل الاهی بهر تو \ تخته تقدیر ایزد را ز تاییدت رقم,khaghani
منگر این حال غم و اندیشه کز روی خرد \ شادی صد ساله زاید مادر یک روزه غم,saadi
باش تا سر برزند خورشید اقبالت ز چرخ \ تا جهانی را ببینی پیش خود چون من خرم,saadi
تا ببینی دشمنانت را به طوع و اختیار \ پیش روی چون مهت چون چرخ داده پشت خم,khaghani
باش تا دریای جودت در فشاند تا شود \ صدهزاران شاعر از جود تو چون من محتشم,khaghani
ای دو گوشت بر صحیفه فضل فهرست خرد \ وی دو دستت در کتاب جود سرباب کرم,saadi
با چنین فضلی که کردم قصد در گاهت ز بیم \ خشک شد خون در تن امید چون شاخ بقم,sanaee
آمدم سوی تو از بهر وعده بخششت \ از عرقهای خجالت عرقها را داده نم,saadi
چون علم کی بود می پیشت چنین لیک از سخا \ هم تو کردی بنده را اندر چنان مجلس علم,saadi
حلقه شد بر من جهان چون عقد سیصد در امید \ تا درین سی روز دارم طمع آن سیصد درم,sanaee
ریش در وعده مجنبان از سر حری بگوی \ از پی دوری ره من زود یا لا یا نعم,saadi
تا بود مر بد سگالان را به طاعتها خلل \ تا بود مر نیکمردان را به زلتها ندم,saadi
تا در آب و خاک و باد و آتش از بهر صلاح \ گرمی و خشکی و سردی و تری باشد به هم,khaghani
در هنرمندی چو سرو اندر چمن گاه نشاط \ گاه از نزهت به بال و گاه از شادی به چم,sanaee
ما فرش بزرگی به جهان باز کشیدیم \ صد گونه شراب از کف اقبال چشیدیم,khaghani
آن جای که ابرار نشستند نشستیم \ وان راه که احرار گزیدند گزیدیم,saadi
گوش خود و گوش همه آراسته کردیم \ از بس سخن خوب که گفتیم و شنیدیم,saadi
از روی سخا حاصل ده ملک بدادیم \ با اسب شرف منزل نه چرخ بریدیم,khaghani
ناگاه به زد مقرعه مرگ زمانه \ ما نای روان رو سوی عقبی بدمیدیم,saadi
دیدیم که در عهده صد گونه وبالیم \ خود را به یکی جان ز همه باز خریدیم,khaghani
پس جمله بدانید که در عالم پاداش \ آنها که درین راه بدادیم بدیدیم,saadi
دادند مجازات به بندی که گشادیم \ کردند مکافات به رنجی که کشیدیم,saadi
ما را همه مقصود به بخشایش حق بود \ المنتالله که به مقصود رسیدیم,sanaee
گر تو به دو گانه ای ز ما پیشی \ ما از تو به فضل و مردمی پیشیم,sanaee
گر زر نبود ز خدمتت ما را \ از سبلت تو به جو نیندیشیم,sanaee
ای علایی ببین و نیک ببین \ که زمانه ستمگریست عظیم,saadi
گه ز چوبی کند دمنده شنکج \ گه ز گوساله ای خدای کریم,saadi
هر کرا فضل نیست نیم پشیز \ به شتر وار ساو دارد و سیم,sanaee
وانکه چون تیغ جان ربای از فضل \ موی را چون قلم کند به دو نیم,sanaee
به خدای ار خرانش بگذارند \ بی دو دانگ سیه بر آخور تیم,sanaee
اینهمه قصه و حکایت چیست \ وینهمه عشوه و تغلب و بیم,sanaee
به بهشت خدای نگذارند \ بی زر و سیم طاعتی ز رحیم,saadi
شاعرانی که پیش ازین بودند \ همه والا بدند و راد و حکیم,sanaee
باز در روزگار دولت ما \ همه مابون شدند و دون و لیم,khaghani
به دو شعر رکیک ناموزون \ که بخوانند ز گفتهای قدیم,khaghani
کون فراخی حکیم و خواجه شود \ چکند رنج بردن تعلیم,sanaee
لاجرم حرمتی پدید آید \ شاعران را به گرد هفت اقلیم,khaghani
که به پنجاه مدحشان ممدوح \ ندهد در دو سال نانی نیم,sanaee
گفت حکیمی که مفرح بود \ آب و می و لحن و خوش و بوستان,khaghani
هست ولیکن نبود نزد عقل \ هیچ مفرح چو رخ دوستان,khaghani
چند گویی که زحمتت کردم \ تا نگردی ز من گران گران,saadi
به سر تو که دوستر دارم \ زحمت تو ز رحمت دگران,saadi
منم آن مفلسی که کیسه من \ ندهد شادیی به طراران,khaghani
سیم در دست من نگیرد جای \ چون خرد در دماغ می خواران,sanaee
مستی از صحبتم بپرهیزد \ همچو خواب از دو چشم بیماران,sanaee
من چنین آزمند نومیدم \ از تو ای قبله نکوکاران,sanaee
کافتاب امید را به فلکی \ خشکسال نیاز را به باران,sanaee
ای به عین حقیقت اندر عین \ باز کرده ز بهر دیدن عین,khaghani
پیش عین تو عین دوست عیان \ تو رسیده به عین و گویی این,sanaee
چون تو آید ز عین تو همه تو \ ایستاده چو سد ذوالقرنین,sanaee
تا تو گویی تو آن نه تو تو تویی \ آن تو از تو دروغ باشد و مین,khaghani
کی مسلم بود ترا توحید \ چون که اثبات می کنی اثنین,sanaee
بیش تو زان میان به باطل و حق \ چند گویی تفاوت ما بین,sanaee
در یکی حال مستحیل بود \ اجتماع وجود مختلفین,saadi
اول از پیش خویش نه قدمی \ تا جدا گردد اصل مال از دین,sanaee
نظر از غیر منقطع کن زانک \ شاهد غیر در دل آور عین,sanaee
چند گویی ز حال غیر که قال \ قال بی حال عار باشد و شین,saadi
چون سنایی ز خود نه منقطعی \ که حکایت کنی ز حال حسین,khaghani
چنگری ای پارسا در عاشق مسکین به کین \ تا ز بد فعلی چه داری بر مسلمانان یقین,khaghani
من گنه کارم تو طاعت کن چه جویی جرم من \ زان که من گویم بتر از من نیاید بر زمین,saadi
باز خواهد دست شاه و شیر جوید بیشه را \ بوم را ویرانه سازد همچو سگ را پارگین,saadi
آنکه نشنیدست عدل عمر عبدالعزیز \ لاجرم حجاج را خواند امیرالمومنین,sanaee
مصطفا را یار بوبکرست اندر غار و بس \ بولهب را باز بوجهلست یار و همنشین,sanaee
الخبیثات و خبیثین گفت ایزد در نبی \ تا بپرهیزند اهل طیبات و طیبین,saadi
عاجز آمد از مشیت زلت و عصیان تو \ دفترت در دوده می مالد کرام الکاتبین,sanaee
کس ز صوف و فوطه بی طاعت نیابد پایگاه \ کی بجایی می رسد مردم ز ریش و پوستین,sanaee
گوی برد از جمله مردم فوطه باف و نیل گر \ عالمی را موی تابی گرددت زیر نگین,khaghani
روی بنماید عروس دین ترا گر هیچ تو \ با قناعت چون سنایی غزنوی گردی قرین,khaghani
ای به دعوی بر شده بر آسمان هفتمین \ وز ره معنی بمانده تا به حلق اندر زمین,saadi
آنکه را همت ز اجزای زمین بر نگذرد \ چون سخن گوید ز کل آسمان هفتمین,khaghani
چند از این دعوی درویشی و لاف عاشقی \ ناچشیده شربت آن نازموده درد این,sanaee
با هوای جسم رفتن در ره روحانیان \ در لباس دیو جستن رتبت روح الامین,sanaee
سر قلاشی ندانی راه قلاشان مرو \ دیده بینا نداری راه درویشان مبین,sanaee
کم سگال ار نیستی عاشق کزان در آز تن \ مانده معنی را بجای و کرده صورت را گزین,khaghani
ای برادر قصد ضحاک جفا پیشه مکن \ تا نبینی خویشتن همبر به پور آبتین,khaghani
جنت باقی کجا یابی و راه بی هوان \ تا تو باشی در هوای جوی شیر و انگبین,khaghani
باز ماندن بهتر آمد در سعیر سفلی آنک \ جنت اعلا نخواهد جز برای حور عین,khaghani
تا نگردی فانی از اوصاف این فانی صفت \ بی نیازی را نبینی در بهشت راستین,sanaee
پایت اندر طین دل بر نار باشد تا ترا \ دیو نخوت گفت خواهد نار به باشد ز طین,saadi
در طریق دین قدم پیوسته بوذر وار زن \ ور زنی لافی ز شرع احمد مختار زن,sanaee
اندر ایمان همچو شهباز خشین مردانه باش \ بر عدوی دین همیشه تیغ حیدروار زن,sanaee
گرد گلزار فنا تا چند گردی زابلهی \ در سرای باقی آی و خیمه در گلزار زن,khaghani
لشکر کفرست و حرص و شهوت اندر تن ترا \ ناگهان امشب یکی بر لشکر کفار زن,saadi
حلقه درگاه ربانی سحرگاهان بگیر \ آتشی از نور دل در عالم غدار زن,sanaee
عالم فانی چو طراریست دایم سخره گیر \ گر تو مردی یک لگد بر فرق این طرار زن,sanaee
بلبلی دایم همه گفتار داری گرد گل \ باز شو یک چند لختی دست در کردار زن,sanaee
جز برای دین نفس هرگز مزن تا زنده ای \ چون سنایی پای همت بر سر سیار زن,khaghani
ای به خواب غفلت اندر هان و هان بیدار شو \ در ره معنی قدم مردانه و هشیار زن,saadi
پای بلقاسم ز پای بلحکم بشناس نیک \ نیستی ایوب فرمان از دم کرمان مکن,khaghani
تیغ شرع از تارک بدخواه دین داری دریغ \ شرط مردان این نباشد ای برادر آن مکن,khaghani
عزم داری تا که خود بزغاله را بریان کنی \ پس چو ابراهیم رو فرزند را قربان مکن,khaghani
این ترا معلوم گردد لیکن اکنون وقت نیست \ کیست هر کو گر تواند گفت این کن آن مکن,saadi
هر کجا مردی بد اکنون همچو تو تردامنند \ چند گویی مرد هستم یاد نامردان مکن,khaghani
اهل را در کوی معنی همچو مردان دستگیر \ یار نااهلان مباش و یاد نا اهلان مکن,khaghani
ناقد نقدی ولیکن نقد را آماده کن \ کم بضاعت تاجری تو قصد در عمان مکن,sanaee
خواجه را این آیت اندر سمع کمتر می شود \ بشنو این آیت که کل من علیها فان مکن,sanaee
زهره مردان نداری خدمت سلطان مکن \ پنجه شیران نداری عزم این میدان مکن,saadi
فرش شاهان گر ندیدی گستریده شاهوار \ خویشتن چنبر مساز و نقش شادروان مکن,khaghani
خانه را گر کدخدایی می ندانی کرد هیچ \ پادشاهی زمین و ملکت یزدان مکن,sanaee
در خراباتی ندانی رطل مالامال خورد \ چهره زرد ار نداری دعوی ایمان مکن,khaghani
صدق بوذر چون نداری چون سنایی بی نیاز \ صحبت سلمان مجوی و دعوی ماهان مکن,saadi
ای برادر خویش را زین جمع خودبینان مکن \ کار دشوارست تو بر خویشتن آسان مکن,sanaee
صحبت هر ناکسی مگزین و رنج دل مبین \ روی بر ایشان مدار و پشت بر ایشان مکن,sanaee
عقل سلطانست و فرمانش روان بر جان و دل \ رو چو مردان روز و شب جز خدمت سلطان مکن,khaghani
مرد باش و گرم رو در راه مردان روز و شب \ تیغ گیر و زخم زن دین از زبان ویران مکن,khaghani
گر زلیخا نیستی در آسیای مهر آس \ بیهده چندین حدیث یوسف کنعان مکن,saadi
چند بر موسی حدیث طور و اخبار کلیم \ بدعت فرعون مدار و طاعت سلمان مکن,sanaee
هفت چرخ و چار طبع و پنج حس محرم نیند \ روی جز در حق مدار و حکم جز قرآن مکن,saadi
دعوی دین می کنی با نفس دمسازی مکن \ سینه گنجشک جویی دعوی بازی مکن,sanaee
مکر مرد مرغزی از غول نشناسی برو \ همنشین طراریان گر بز رازی مکن,saadi
ای ز کشی ناپذیرفته سیه رویان کفر \ با نکورویان دین پاک طنازی مکن,sanaee
ور همی خواهی کنی بازی تو با حوران خلد \ پس درین بازار دنیا بوزنه بازی مکن,khaghani
دست دف زن گرز رستم کی تواند کار بست \ از رکوی مشغله دعوی بزازی مکن,saadi
بادیه نارفته و نادیده روی کافران \ خویشتن را نام گه حاجی و گه غازی مکن,sanaee
ای سنایی چون غلام رنگ و بویند این همه \ برگذر زین گفتگوی و بیش غمازی مکن,khaghani
یک روز بپرسید منوچهر ز سالار \ کاندر همه عالم چه به ای سام نریمان,sanaee
او داد جوابش که در این عالم فانی \ گفتار حکیمان به و کردار ندیمان,sanaee
روزگاریست که کان گهرند \ اندرین وقت همه بی سنگان,sanaee
بی بنان گشته همه بیداران \ بیسران مانده همه سرهنگان,sanaee
همه خردان بزرگ اندیشان \ همه پستان دراز آهنگان,saadi
همه بیدستان در وقت دهش \ باز گاه ستدن با چنگان,khaghani
از چنین مردم نیکو سیرت \ گوی بردند همه با رنگان,sanaee
آنکه یک ماجره دارد در شیر \ بیم از آن نیست به خانه لنگان,saadi
کودکان با خر و با اسب شدند \ ما پیاده همه لنگان لنگان,sanaee
فاخره دارد شیرینی و بس \ تیز بر سبلت سبز آرنگان,sanaee
هر کرا نیست سر موزه فراخ \ چون من و تو بود از دلتنگان,saadi
هر که با شرم و حفاظست کنون \ هست در خدمتشان چون گنگان,sanaee
از سر همت و پاک اصلی خویش \ ننگ می دارم از این بی ننگان,sanaee
در خشو گادن اگر اقبالست \ در ره و مذهب با فرهنگان,khaghani
کار بس یوسف در گر دارد \ تیز در ریش سحاق سنگان,saadi
خواهد که شاعران جهان بی صله همی \ باشند پیش خوانش دایم مدیح خوان,sanaee
الحق بزرگوار خردمند مهتریست \ کورا کسی مدیح برد خاصه رایگان,khaghani
مدحش چرا کنم که بیالایدم خرد \ هجوش چرا کنم که بفرسایدم زبان,sanaee
باشد دروغ مدح در آن خر فراخ کون \ باشد دریغ هجو از آن خام قلتبان,saadi
چو شعر حکیمانه گفتم ترا \ تو جود کریمانه با من بکن,sanaee
ازیرا که بر ما پس مرگ ما \ نماند همی جز سخا و سخن,khaghani
هر که چون کاغذ و قلم باشد \ دو زبان و دو روی گاه سخن,saadi
همچو کاغذ سیاه کن رویش \ چون قلم گردنش به تیغ بزن,khaghani
ای خرد را جمال و جان را زین \ ذکر و شعر توام چو دین و چو دین,saadi
به دو وزنم ستوده در یک بیت \ به دو بحر آب داده از یک عین,saadi
من ز شعر تو دیده موسی وار \ در یکی بیت مجمع البحرین,khaghani
بلبلم خوانده ای و سیمرغم \ من خود از ناقصی غرب البین,saadi
پیش چشم و دل عزیز توام \ چون همی بینیم به رای العین,saadi
گر نیایم بگو سنایی کو \ که کسی عین را نگوید این,sanaee
